county,precinct,office,district,party,candidate,votes
Washoe,RENO-VERDI 4016,U.S. Senate,,DEM,"Cortez Masto, Catherine",104
Washoe,RENO-VERDI 4016,Secretary of State,,LIB,"Crane, Ross",1
Washoe,RENO-VERDI 4016,Governor,,LIB,"Davis, Brandon",2
Washoe,RENO-VERDI 4016,Lieutenant Governor,,NPP,"Delap, John ""Trey""",3
Washoe,RENO-VERDI 4016,"Reno City Council, Ward 4",,,"Ebert, Meghan",83
Washoe,RENO-VERDI 4016,State Treasurer,,LIB,"Elliott, Bryan",1
Washoe,RENO-VERDI 4016,State Treasurer,,REP,"Fiore, Michele",77
Washoe,RENO-VERDI 4016,Attorney General,,DEM,"Ford, Aaron D.",101
Washoe,RENO-VERDI 4016,"Court of Appeals Judge, Department 1",,,"Forsberg, Rhonda K.",42
Washoe,RENO-VERDI 4016,County Clerk,,,"Galassini, Jan",120
Washoe,RENO-VERDI 4016,"Court of Appeals Judge, Department 2",,,"Gibbons, Michael",93
Washoe,RENO-VERDI 4016,"Reno-Verdi, Justice of the Peace, Department 2",,,"Hahn, Bruce",54
Washoe,RENO-VERDI 4016,Reno City Attorney,,,"Hall, Karl S.",117
Washoe,RENO-VERDI 4016,Secretary of State,,IAP,"Hansen, Janine",7
Washoe,RENO-VERDI 4016,"Reno Municipal Court Judge, Department 4",,,"Hazlett-Stevens, Christopher",70
Washoe,RENO-VERDI 4016,State Treasurer,,IAP,"Hendrickson, Margaret",3
Washoe,RENO-VERDI 4016,"County Commission, District 5",,,"Herman, Jeanne",81
Washoe,RENO-VERDI 4016,County District Attorney,,,"Hicks, Christopher",125
Washoe,RENO-VERDI 4016,Lieutenant Governor,,IAP,"Hoge, William",2
Washoe,RENO-VERDI 4016,County Assessor,,,"Jauregui-Jackins, Wendy",100
Washoe,RENO-VERDI 4016,County Public Administrator,,,"Klitzke, Nicole",82
Washoe,RENO-VERDI 4016,U.S. House,2,DEM,"Krause, Elizabeth Mercedes",98
Washoe,RENO-VERDI 4016,U.S. Senate,,REP,"Laxalt, Adam Paul",76
Washoe,RENO-VERDI 4016,U.S. Senate,,NPP,"Lindemann, Barry",1
Washoe,RENO-VERDI 4016,Governor,,REP,"Lombardo, Joe",76
Washoe,RENO-VERDI 4016,Reno Mayor,,,"Lorton, George ""Eddie""",74
Washoe,RENO-VERDI 4016,"County Commission, District 5",,,"Lyngar, Edwin",99
Washoe,RENO-VERDI 4016,Secretary of State,,REP,"Marchant, Jim",73
Washoe,RENO-VERDI 4016,State Controller,,REP,"Matthews, Andy",81
Washoe,RENO-VERDI 4016,Lieutenant Governor,,,None Of These Candidates,3
Washoe,RENO-VERDI 4016,Attorney General,,,None Of These Candidates,6
Washoe,RENO-VERDI 4016,"Supreme Court Justice, Seat A",,,None Of These Candidates,54
Washoe,RENO-VERDI 4016,Secretary of State,,,None Of These Candidates,4
Washoe,RENO-VERDI 4016,"Court of Appeals Judge, Department 1",,,None Of These Candidates,49
Washoe,RENO-VERDI 4016,State Controller,,,None Of These Candidates,5
Washoe,RENO-VERDI 4016,U.S. Senate,,,None Of These Candidates,2
Washoe,RENO-VERDI 4016,"Court of Appeals Judge, Department 2",,,None Of These Candidates,57
Washoe,RENO-VERDI 4016,Governor,,,None Of These Candidates,2
Washoe,RENO-VERDI 4016,"Supreme Court Justice, Seat E",,,None Of These Candidates,58
Washoe,RENO-VERDI 4016,State Treasurer,,,None Of These Candidates,5
Washoe,RENO-VERDI 4016,"Court of Appeals Judge, Department 3",,,None Of These Candidates,59
Washoe,RENO-VERDI 4016,"Reno Municipal Court Judge, Department 2",,,"O'Neill, Shelly",118
Washoe,RENO-VERDI 4016,State Assembly,27,REP,"Ortiz, Carmen L.",74
Washoe,RENO-VERDI 4016,"Supreme Court Justice, Seat E",,,"Parraguirre, Ron D.",90
Washoe,RENO-VERDI 4016,"Reno-Verdi, Justice of the Peace, Department 4",,,"Pearson, Scott",115
Washoe,RENO-VERDI 4016,State Controller,,LIB,"Profeta, Jed W.",1
Washoe,RENO-VERDI 4016,U.S. Senate,,IAP,"RUBINSON, BARRY",1
Washoe,RENO-VERDI 4016,County Assessor,,,"Sarman, Chris",80
Washoe,RENO-VERDI 4016,Reno Mayor,,,"Schieve, Hillary",88
Washoe,RENO-VERDI 4016,U.S. Senate,,LIB,"Scott, Neil",2
Washoe,RENO-VERDI 4016,"Reno Municipal Court Judge, Department 3",,,"Sferrazza, Pete",56
Washoe,RENO-VERDI 4016,Governor,,DEM,"SISOLAK, Steve",103
Washoe,RENO-VERDI 4016,"Reno Municipal Court Judge, Department 4",,,"SOTELO, HENRY N.",61
Washoe,RENO-VERDI 4016,State Controller,,DEM,"Spiegel, Ellen",96
Washoe,RENO-VERDI 4016,County Public Administrator,,,"Stewart, Molly",96
Washoe,RENO-VERDI 4016,"Reno-Verdi, Justice of the Peace, Department 3",,,"Sullivan, Ryan Katherine",112
Washoe,RENO-VERDI 4016,Lieutenant Governor,,LIB,"Tachiquin, Javi ""Trujillo""",2
Washoe,RENO-VERDI 4016,State Assembly,27,DEM,"Taylor, Angela",104
Washoe,RENO-VERDI 4016,County Treasurer,,,"Taylor, Justin",122
Washoe,RENO-VERDI 4016,"Reno City Council, Ward 4",,,"Weber, Bonnie",66
Washoe,RENO-VERDI 4016,"Court of Appeals Judge, Department 1",,,"Westbrook, Deborah",64
Washoe,RENO-VERDI 4016,County Recorder,,,"Work, Kalie",133
Washoe,RENO-VERDI 4017,Secretary of State,,DEM,"Aguilar, Francisco ""Cisco""",578
Washoe,RENO-VERDI 4017,U.S. House,2,REP,"Amodei, Mark E.",487
Washoe,RENO-VERDI 4017,Lieutenant Governor,,REP,"Anthony, Stavros",430
Washoe,RENO-VERDI 4017,U.S. House,2,LIB,"Baber, Darryl",2
Washoe,RENO-VERDI 4017,County Sheriff,,,"Balaam, Darin",755
Washoe,RENO-VERDI 4017,"Supreme Court Justice, Seat A",,,"Bell, Linda",656
Washoe,RENO-VERDI 4017,"Reno-Verdi, Justice of the Peace, Department 2",,,"Bertschy, Kendra",495
Washoe,RENO-VERDI 4017,U.S. House,2,IAP,"Best, Russell",20
Washoe,RENO-VERDI 4017,Governor,,IAP,"Bridges, Ed",19
Washoe,RENO-VERDI 4017,"Court of Appeals Judge, Department 3",,,"Bulla, Bonnie",640
Washoe,RENO-VERDI 4017,Lieutenant Governor,,DEM,"Cano Burkhead, Elizabeth ""Lisa""",544
Washoe,RENO-VERDI 4017,"Reno Municipal Court Judge, Department 3",,,"Champagne, Justin",440
Washoe,RENO-VERDI 4017,Attorney General,,REP,"Chattah, Sigal",360
Washoe,RENO-VERDI 4017,"Reno-Verdi, Justice of the Peace, Department 5",,,"Clifton, David W.",706
Washoe,RENO-VERDI 4017,State Treasurer,,DEM,"Conine, Zach",548
Washoe,RENO-VERDI 4017,U.S. Senate,,DEM,"Cortez Masto, Catherine",584
Washoe,RENO-VERDI 4017,Secretary of State,,LIB,"Crane, Ross",8
Washoe,RENO-VERDI 4017,Governor,,LIB,"Davis, Brandon",17
Washoe,RENO-VERDI 4017,Lieutenant Governor,,NPP,"Delap, John ""Trey""",9
Washoe,RENO-VERDI 4017,"University Board of Regents, District 11",,,"Downs, Jeffrey",463
Washoe,RENO-VERDI 4017,"Reno City Council, Ward 4",,,"Ebert, Meghan",454
Washoe,RENO-VERDI 4017,State Treasurer,,LIB,"Elliott, Bryan",21
Washoe,RENO-VERDI 4017,State Treasurer,,REP,"Fiore, Michele",420
Washoe,RENO-VERDI 4017,Attorney General,,DEM,"Ford, Aaron D.",612
Washoe,RENO-VERDI 4017,"Court of Appeals Judge, Department 1",,,"Forsberg, Rhonda K.",220
Washoe,RENO-VERDI 4017,County Clerk,,,"Galassini, Jan",751
Washoe,RENO-VERDI 4017,"Court of Appeals Judge, Department 2",,,"Gibbons, Michael",640
Washoe,RENO-VERDI 4017,"Reno-Verdi, Justice of the Peace, Department 2",,,"Hahn, Bruce",323
Washoe,RENO-VERDI 4017,Reno City Attorney,,,"Hall, Karl S.",729
Washoe,RENO-VERDI 4017,Secretary of State,,IAP,"Hansen, Janine",31
Washoe,RENO-VERDI 4017,"Reno Municipal Court Judge, Department 4",,,"Hazlett-Stevens, Christopher",390
Washoe,RENO-VERDI 4017,State Treasurer,,IAP,"Hendrickson, Margaret",34
Washoe,RENO-VERDI 4017,"County Commission, District 5",,,"Herman, Jeanne",477
Washoe,RENO-VERDI 4017,County District Attorney,,,"Hicks, Christopher",744
Washoe,RENO-VERDI 4017,Lieutenant Governor,,IAP,"Hoge, William",17
Washoe,RENO-VERDI 4017,County Assessor,,,"Jauregui-Jackins, Wendy",571
Washoe,RENO-VERDI 4017,County Public Administrator,,,"Klitzke, Nicole",466
Washoe,RENO-VERDI 4017,U.S. House,2,DEM,"Krause, Elizabeth Mercedes",537
Washoe,RENO-VERDI 4017,"University Board of Regents, District 11",,,"Laden, Steve",320
Washoe,RENO-VERDI 4017,U.S. Senate,,REP,"Laxalt, Adam Paul",423
Washoe,RENO-VERDI 4017,U.S. Senate,,NPP,"Lindemann, Barry",12
Washoe,RENO-VERDI 4017,Governor,,REP,"Lombardo, Joe",425
Washoe,RENO-VERDI 4017,Reno Mayor,,,"Lorton, George ""Eddie""",455
Washoe,RENO-VERDI 4017,"County Commission, District 5",,,"Lyngar, Edwin",555
Washoe,RENO-VERDI 4017,Secretary of State,,REP,"Marchant, Jim",414
Washoe,RENO-VERDI 4017,State Controller,,REP,"Matthews, Andy",442
Washoe,RENO-VERDI 4017,Attorney General,,,None Of These Candidates,37
Washoe,RENO-VERDI 4017,Secretary of State,,,None Of These Candidates,23
Washoe,RENO-VERDI 4017,"Supreme Court Justice, Seat A",,,None Of These Candidates,221
Washoe,RENO-VERDI 4017,Governor,,,None Of These Candidates,21
Washoe,RENO-VERDI 4017,"Court of Appeals Judge, Department 2",,,None Of These Candidates,226
Washoe,RENO-VERDI 4017,"Court of Appeals Judge, Department 3",,,None Of These Candidates,217
Washoe,RENO-VERDI 4017,"Supreme Court Justice, Seat E",,,None Of These Candidates,234
Washoe,RENO-VERDI 4017,State Treasurer,,,None Of These Candidates,25
Washoe,RENO-VERDI 4017,State Controller,,,None Of These Candidates,38
Washoe,RENO-VERDI 4017,U.S. Senate,,,None Of These Candidates,18
Washoe,RENO-VERDI 4017,Lieutenant Governor,,,None Of These Candidates,37
Washoe,RENO-VERDI 4017,"Court of Appeals Judge, Department 1",,,None Of These Candidates,229
Washoe,RENO-VERDI 4017,"Reno Municipal Court Judge, Department 2",,,"O'Neill, Shelly",728
Washoe,RENO-VERDI 4017,State Assembly,27,REP,"Ortiz, Carmen L.",464
Washoe,RENO-VERDI 4017,"Supreme Court Justice, Seat E",,,"Parraguirre, Ron D.",637
Washoe,RENO-VERDI 4017,"Reno-Verdi, Justice of the Peace, Department 4",,,"Pearson, Scott",717
Washoe,RENO-VERDI 4017,State Controller,,LIB,"Profeta, Jed W.",25
Washoe,RENO-VERDI 4017,"School Board Trustee, District C",,,"RODRIGUEZ, JOSEPH ""JOE""",483
Washoe,RENO-VERDI 4017,U.S. Senate,,IAP,"RUBINSON, BARRY",13
Washoe,RENO-VERDI 4017,County Assessor,,,"Sarman, Chris",463
Washoe,RENO-VERDI 4017,Reno Mayor,,,"Schieve, Hillary",488
Washoe,RENO-VERDI 4017,U.S. Senate,,LIB,"Scott, Neil",8
Washoe,RENO-VERDI 4017,"Reno Municipal Court Judge, Department 3",,,"Sferrazza, Pete",375
Washoe,RENO-VERDI 4017,Governor,,DEM,"SISOLAK, Steve",574
Washoe,RENO-VERDI 4017,"Reno Municipal Court Judge, Department 4",,,"SOTELO, HENRY N.",397
Washoe,RENO-VERDI 4017,State Controller,,DEM,"Spiegel, Ellen",540
Washoe,RENO-VERDI 4017,County Public Administrator,,,"Stewart, Molly",564
Washoe,RENO-VERDI 4017,"Reno-Verdi, Justice of the Peace, Department 3",,,"Sullivan, Ryan Katherine",703
Washoe,RENO-VERDI 4017,"School Board Trustee, District C",,,"Sutton, Melanie",381
Washoe,RENO-VERDI 4017,Lieutenant Governor,,LIB,"Tachiquin, Javi ""Trujillo""",13
Washoe,RENO-VERDI 4017,State Assembly,27,DEM,"Taylor, Angela",574
Washoe,RENO-VERDI 4017,County Treasurer,,,"Taylor, Justin",744
Washoe,RENO-VERDI 4017,"Reno City Council, Ward 4",,,"Weber, Bonnie",433
Washoe,RENO-VERDI 4017,"Court of Appeals Judge, Department 1",,,"Westbrook, Deborah",447
Washoe,RENO-VERDI 4017,County Recorder,,,"Work, Kalie",776
Washoe,RENO-VERDI 4019,Secretary of State,,DEM,"Aguilar, Francisco ""Cisco""",308
Washoe,RENO-VERDI 4019,U.S. House,2,REP,"Amodei, Mark E.",300
Washoe,RENO-VERDI 4019,Lieutenant Governor,,REP,"Anthony, Stavros",277
Washoe,RENO-VERDI 4019,U.S. House,2,LIB,"Baber, Darryl",10
Washoe,RENO-VERDI 4019,County Sheriff,,,"Balaam, Darin",435
Washoe,RENO-VERDI 4019,"Supreme Court Justice, Seat A",,,"Bell, Linda",400
Washoe,RENO-VERDI 4019,"Reno-Verdi, Justice of the Peace, Department 2",,,"Bertschy, Kendra",301
Washoe,RENO-VERDI 4019,U.S. House,2,IAP,"Best, Russell",14
Washoe,RENO-VERDI 4019,Governor,,IAP,"Bridges, Ed",9
Washoe,RENO-VERDI 4019,"Court of Appeals Judge, Department 3",,,"Bulla, Bonnie",386
Washoe,RENO-VERDI 4019,Lieutenant Governor,,DEM,"Cano Burkhead, Elizabeth ""Lisa""",281
Washoe,RENO-VERDI 4019,"Reno Municipal Court Judge, Department 3",,,"Champagne, Justin",245
Washoe,RENO-VERDI 4019,Attorney General,,REP,"Chattah, Sigal",240
Washoe,RENO-VERDI 4019,"Reno-Verdi, Justice of the Peace, Department 5",,,"Clifton, David W.",414
Washoe,RENO-VERDI 4019,State Treasurer,,DEM,"Conine, Zach",289
Washoe,RENO-VERDI 4019,U.S. Senate,,DEM,"Cortez Masto, Catherine",315
Washoe,RENO-VERDI 4019,Secretary of State,,LIB,"Crane, Ross",7
Washoe,RENO-VERDI 4019,Governor,,LIB,"Davis, Brandon",16
Washoe,RENO-VERDI 4019,Lieutenant Governor,,NPP,"Delap, John ""Trey""",5
Washoe,RENO-VERDI 4019,"University Board of Regents, District 11",,,"Downs, Jeffrey",227
Washoe,RENO-VERDI 4019,"Reno City Council, Ward 4",,,"Ebert, Meghan",274
Washoe,RENO-VERDI 4019,State Treasurer,,LIB,"Elliott, Bryan",13
Washoe,RENO-VERDI 4019,State Treasurer,,REP,"Fiore, Michele",269
Washoe,RENO-VERDI 4019,Attorney General,,DEM,"Ford, Aaron D.",302
Washoe,RENO-VERDI 4019,"Court of Appeals Judge, Department 1",,,"Forsberg, Rhonda K.",146
Washoe,RENO-VERDI 4019,County Clerk,,,"Galassini, Jan",424
Washoe,RENO-VERDI 4019,"Court of Appeals Judge, Department 2",,,"Gibbons, Michael",393
Washoe,RENO-VERDI 4019,"Reno-Verdi, Justice of the Peace, Department 2",,,"Hahn, Bruce",175
Washoe,RENO-VERDI 4019,Reno City Attorney,,,"Hall, Karl S.",428
Washoe,RENO-VERDI 4019,State Assembly,32,REP,"Hansen, Alexis M.",427
Washoe,RENO-VERDI 4019,State Senate,14,REP,"Hansen, Ira",429
Washoe,RENO-VERDI 4019,Secretary of State,,IAP,"Hansen, Janine",14
Washoe,RENO-VERDI 4019,"Reno Municipal Court Judge, Department 4",,,"Hazlett-Stevens, Christopher",236
Washoe,RENO-VERDI 4019,State Treasurer,,IAP,"Hendrickson, Margaret",15
Washoe,RENO-VERDI 4019,"County Commission, District 5",,,"Herman, Jeanne",298
Washoe,RENO-VERDI 4019,County District Attorney,,,"Hicks, Christopher",429
Washoe,RENO-VERDI 4019,Lieutenant Governor,,IAP,"Hoge, William",10
Washoe,RENO-VERDI 4019,County Assessor,,,"Jauregui-Jackins, Wendy",301
Washoe,RENO-VERDI 4019,County Public Administrator,,,"Klitzke, Nicole",299
Washoe,RENO-VERDI 4019,U.S. House,2,DEM,"Krause, Elizabeth Mercedes",271
Washoe,RENO-VERDI 4019,"University Board of Regents, District 11",,,"Laden, Steve",238
Washoe,RENO-VERDI 4019,U.S. Senate,,REP,"Laxalt, Adam Paul",255
Washoe,RENO-VERDI 4019,U.S. Senate,,NPP,"Lindemann, Barry",11
Washoe,RENO-VERDI 4019,Governor,,REP,"Lombardo, Joe",271
Washoe,RENO-VERDI 4019,Reno Mayor,,,"Lorton, George ""Eddie""",246
Washoe,RENO-VERDI 4019,"County Commission, District 5",,,"Lyngar, Edwin",293
Washoe,RENO-VERDI 4019,Secretary of State,,REP,"Marchant, Jim",253
Washoe,RENO-VERDI 4019,State Controller,,REP,"Matthews, Andy",283
Washoe,RENO-VERDI 4019,Lieutenant Governor,,,None Of These Candidates,18
Washoe,RENO-VERDI 4019,U.S. Senate,,,None Of These Candidates,13
Washoe,RENO-VERDI 4019,"Court of Appeals Judge, Department 1",,,None Of These Candidates,120
Washoe,RENO-VERDI 4019,State Controller,,,None Of These Candidates,21
Washoe,RENO-VERDI 4019,"Supreme Court Justice, Seat A",,,None Of These Candidates,115
Washoe,RENO-VERDI 4019,Attorney General,,,None Of These Candidates,21
Washoe,RENO-VERDI 4019,Secretary of State,,,None Of These Candidates,19
Washoe,RENO-VERDI 4019,Governor,,,None Of These Candidates,17
Washoe,RENO-VERDI 4019,"Court of Appeals Judge, Department 2",,,None Of These Candidates,124
Washoe,RENO-VERDI 4019,State Treasurer,,,None Of These Candidates,14
Washoe,RENO-VERDI 4019,"Court of Appeals Judge, Department 3",,,None Of These Candidates,117
Washoe,RENO-VERDI 4019,"Supreme Court Justice, Seat E",,,None Of These Candidates,123
Washoe,RENO-VERDI 4019,"Reno Municipal Court Judge, Department 2",,,"O'Neill, Shelly",428
Washoe,RENO-VERDI 4019,"Supreme Court Justice, Seat E",,,"Parraguirre, Ron D.",384
Washoe,RENO-VERDI 4019,"Reno-Verdi, Justice of the Peace, Department 4",,,"Pearson, Scott",417
Washoe,RENO-VERDI 4019,State Controller,,LIB,"Profeta, Jed W.",15
Washoe,RENO-VERDI 4019,"School Board Trustee, District C",,,"RODRIGUEZ, JOSEPH ""JOE""",274
Washoe,RENO-VERDI 4019,U.S. Senate,,IAP,"RUBINSON, BARRY",7
Washoe,RENO-VERDI 4019,County Assessor,,,"Sarman, Chris",287
Washoe,RENO-VERDI 4019,Reno Mayor,,,"Schieve, Hillary",297
Washoe,RENO-VERDI 4019,U.S. Senate,,LIB,"Scott, Neil",9
Washoe,RENO-VERDI 4019,"Reno Municipal Court Judge, Department 3",,,"Sferrazza, Pete",245
Washoe,RENO-VERDI 4019,Governor,,DEM,"SISOLAK, Steve",296
Washoe,RENO-VERDI 4019,"Reno Municipal Court Judge, Department 4",,,"SOTELO, HENRY N.",226
Washoe,RENO-VERDI 4019,State Controller,,DEM,"Spiegel, Ellen",279
Washoe,RENO-VERDI 4019,County Public Administrator,,,"Stewart, Molly",288
Washoe,RENO-VERDI 4019,"Reno-Verdi, Justice of the Peace, Department 3",,,"Sullivan, Ryan Katherine",421
Washoe,RENO-VERDI 4019,"School Board Trustee, District C",,,"Sutton, Melanie",217
Washoe,RENO-VERDI 4019,Lieutenant Governor,,LIB,"Tachiquin, Javi ""Trujillo""",14
Washoe,RENO-VERDI 4019,County Treasurer,,,"Taylor, Justin",425
Washoe,RENO-VERDI 4019,"Reno City Council, Ward 4",,,"Weber, Bonnie",243
Washoe,RENO-VERDI 4019,"Court of Appeals Judge, Department 1",,,"Westbrook, Deborah",264
Washoe,RENO-VERDI 4019,County Recorder,,,"Work, Kalie",413
Washoe,RENO-VERDI 4020,Secretary of State,,DEM,"Aguilar, Francisco ""Cisco""",90
Washoe,RENO-VERDI 4020,U.S. House,2,REP,"Amodei, Mark E.",41
Washoe,RENO-VERDI 4020,State Assembly,30,DEM,"Anderson, Natha C.",86
Washoe,RENO-VERDI 4020,Lieutenant Governor,,REP,"Anthony, Stavros",36
Washoe,RENO-VERDI 4020,U.S. House,2,LIB,"Baber, Darryl",2
Washoe,RENO-VERDI 4020,County Sheriff,,,"Balaam, Darin",84
Washoe,RENO-VERDI 4020,"Supreme Court Justice, Seat A",,,"Bell, Linda",79
Washoe,RENO-VERDI 4020,"Reno-Verdi, Justice of the Peace, Department 2",,,"Bertschy, Kendra",68
Washoe,RENO-VERDI 4020,U.S. House,2,IAP,"Best, Russell",4
Washoe,RENO-VERDI 4020,Governor,,IAP,"Bridges, Ed",1
Washoe,RENO-VERDI 4020,State Senate,13,REP,"Buehler, Matthew R.",39
Washoe,RENO-VERDI 4020,"Court of Appeals Judge, Department 3",,,"Bulla, Bonnie",72
Washoe,RENO-VERDI 4020,Lieutenant Governor,,DEM,"Cano Burkhead, Elizabeth ""Lisa""",83
Washoe,RENO-VERDI 4020,"Reno Municipal Court Judge, Department 3",,,"Champagne, Justin",50
Washoe,RENO-VERDI 4020,Attorney General,,REP,"Chattah, Sigal",31
Washoe,RENO-VERDI 4020,"Reno-Verdi, Justice of the Peace, Department 5",,,"Clifton, David W.",79
Washoe,RENO-VERDI 4020,State Treasurer,,DEM,"Conine, Zach",83
Washoe,RENO-VERDI 4020,U.S. Senate,,DEM,"Cortez Masto, Catherine",88
Washoe,RENO-VERDI 4020,Secretary of State,,LIB,"Crane, Ross",2
Washoe,RENO-VERDI 4020,State Senate,13,DEM,"Daly, Richard ""Skip""",92
Washoe,RENO-VERDI 4020,Governor,,LIB,"Davis, Brandon",5
Washoe,RENO-VERDI 4020,Lieutenant Governor,,NPP,"Delap, John ""Trey""",2
Washoe,RENO-VERDI 4020,"Reno City Council, Ward 4",,,"Ebert, Meghan",54
Washoe,RENO-VERDI 4020,State Treasurer,,LIB,"Elliott, Bryan",3
Washoe,RENO-VERDI 4020,State Treasurer,,REP,"Fiore, Michele",36
Washoe,RENO-VERDI 4020,Attorney General,,DEM,"Ford, Aaron D.",91
Washoe,RENO-VERDI 4020,"Court of Appeals Judge, Department 1",,,"Forsberg, Rhonda K.",25
Washoe,RENO-VERDI 4020,County Clerk,,,"Galassini, Jan",77
Washoe,RENO-VERDI 4020,"County Commission, District 3",,,"Garcia, Mariluz",90
Washoe,RENO-VERDI 4020,"Court of Appeals Judge, Department 2",,,"Gibbons, Michael",72
Washoe,RENO-VERDI 4020,"Reno-Verdi, Justice of the Peace, Department 2",,,"Hahn, Bruce",24
Washoe,RENO-VERDI 4020,Reno City Attorney,,,"Hall, Karl S.",80
Washoe,RENO-VERDI 4020,Secretary of State,,IAP,"Hansen, Janine",4
Washoe,RENO-VERDI 4020,"Reno Municipal Court Judge, Department 4",,,"Hazlett-Stevens, Christopher",45
Washoe,RENO-VERDI 4020,State Treasurer,,IAP,"Hendrickson, Margaret",4
Washoe,RENO-VERDI 4020,County District Attorney,,,"Hicks, Christopher",76
Washoe,RENO-VERDI 4020,Lieutenant Governor,,IAP,"Hoge, William",2
Washoe,RENO-VERDI 4020,County Assessor,,,"Jauregui-Jackins, Wendy",86
Washoe,RENO-VERDI 4020,County Public Administrator,,,"Klitzke, Nicole",42
Washoe,RENO-VERDI 4020,U.S. House,2,DEM,"Krause, Elizabeth Mercedes",83
Washoe,RENO-VERDI 4020,U.S. Senate,,REP,"Laxalt, Adam Paul",39
Washoe,RENO-VERDI 4020,U.S. Senate,,NPP,"Lindemann, Barry",2
Washoe,RENO-VERDI 4020,Governor,,REP,"Lombardo, Joe",42
Washoe,RENO-VERDI 4020,Reno Mayor,,,"Lorton, George ""Eddie""",32
Washoe,RENO-VERDI 4020,Secretary of State,,REP,"Marchant, Jim",35
Washoe,RENO-VERDI 4020,State Controller,,REP,"Matthews, Andy",37
Washoe,RENO-VERDI 4020,State Assembly,30,LIB,"McGeein, Garrett",4
Washoe,RENO-VERDI 4020,"County Commission, District 3",,,"Myer, Denise",39
Washoe,RENO-VERDI 4020,U.S. Senate,,,None Of These Candidates,3
Washoe,RENO-VERDI 4020,Lieutenant Governor,,,None Of These Candidates,5
Washoe,RENO-VERDI 4020,"Supreme Court Justice, Seat A",,,None Of These Candidates,32
Washoe,RENO-VERDI 4020,"Court of Appeals Judge, Department 1",,,None Of These Candidates,34
Washoe,RENO-VERDI 4020,State Controller,,,None Of These Candidates,5
Washoe,RENO-VERDI 4020,"Court of Appeals Judge, Department 2",,,None Of These Candidates,36
Washoe,RENO-VERDI 4020,Governor,,,None Of These Candidates,4
Washoe,RENO-VERDI 4020,Attorney General,,,None Of These Candidates,5
Washoe,RENO-VERDI 4020,Secretary of State,,,None Of These Candidates,1
Washoe,RENO-VERDI 4020,"Supreme Court Justice, Seat E",,,None Of These Candidates,32
Washoe,RENO-VERDI 4020,"Court of Appeals Judge, Department 3",,,None Of These Candidates,28
Washoe,RENO-VERDI 4020,State Treasurer,,,None Of These Candidates,5
Washoe,RENO-VERDI 4020,"Reno Municipal Court Judge, Department 2",,,"O'Neill, Shelly",83
Washoe,RENO-VERDI 4020,"Supreme Court Justice, Seat E",,,"Parraguirre, Ron D.",76
Washoe,RENO-VERDI 4020,"Reno-Verdi, Justice of the Peace, Department 4",,,"Pearson, Scott",78
Washoe,RENO-VERDI 4020,State Controller,,LIB,"Profeta, Jed W.",2
Washoe,RENO-VERDI 4020,State Assembly,30,REP,"RODRIGUEZ-ELKINS, RICCI",39
