county,precinct_code,precinct,office,district,party,candidate,votes
Clark,710,710,President,,Democratic Party,John Delaney,0
Clark,710,710,President,,Democratic Party,Tulsi Gabbard,7
Clark,710,710,President,,Democratic Party,Amy Klobuchar,2
Clark,710,710,President,,Democratic Party,Deval Patrick,0
Clark,715,715,President,,Democratic Party,Michael Bennet,0
Clark,715,715,President,,Democratic Party,Bernie Sanders,94
Clark,715,715,President,,Democratic Party,Tom Steyer,0
Clark,715,715,President,,Democratic Party,Elizabeth Warren,13
Clark,715,715,President,,Democratic Party,Andrew Yang,0
Clark,715,715,President,,Democratic Party,Uncommitted Delegates,3
Clark,715,715,President,,Democratic Party,Joseph R. Biden,121
Clark,715,715,President,,Democratic Party,Michael Bloomberg,39
Clark,715,715,President,,Democratic Party,Cory Booker,0
Clark,715,715,President,,Democratic Party,Pete Buttigieg,13
Clark,715,715,President,,Democratic Party,Write-in,0
Clark,715,715,President,,Democratic Party,John Delaney,0
Clark,715,715,President,,Democratic Party,Tulsi Gabbard,4
Clark,715,715,President,,Democratic Party,Amy Klobuchar,4
Clark,715,715,President,,Democratic Party,Deval Patrick,0
Clark,720,720,President,,Democratic Party,Michael Bennet,0
Clark,720,720,President,,Democratic Party,Bernie Sanders,100
Clark,720,720,President,,Democratic Party,Tom Steyer,0
Clark,720,720,President,,Democratic Party,Elizabeth Warren,25
Clark,720,720,President,,Democratic Party,Andrew Yang,2
Clark,720,720,President,,Democratic Party,Uncommitted Delegates,2
Clark,720,720,President,,Democratic Party,Joseph R. Biden,121
Clark,720,720,President,,Democratic Party,Michael Bloomberg,22
Clark,720,720,President,,Democratic Party,Cory Booker,0
Clark,720,720,President,,Democratic Party,Pete Buttigieg,15
Clark,720,720,President,,Democratic Party,Write-in,2
Clark,720,720,President,,Democratic Party,John Delaney,1
Clark,720,720,President,,Democratic Party,Tulsi Gabbard,8
Clark,720,720,President,,Democratic Party,Amy Klobuchar,8
Clark,720,720,President,,Democratic Party,Deval Patrick,0
Clark,725,725,President,,Democratic Party,Michael Bennet,0
Clark,725,725,President,,Democratic Party,Bernie Sanders,85
Clark,725,725,President,,Democratic Party,Tom Steyer,2
Clark,725,725,President,,Democratic Party,Elizabeth Warren,18
Clark,725,725,President,,Democratic Party,Andrew Yang,2
Clark,725,725,President,,Democratic Party,Uncommitted Delegates,1
Clark,725,725,President,,Democratic Party,Joseph R. Biden,87
Clark,725,725,President,,Democratic Party,Michael Bloomberg,19
Clark,725,725,President,,Democratic Party,Cory Booker,0
Clark,725,725,President,,Democratic Party,Pete Buttigieg,15
Clark,725,725,President,,Democratic Party,Write-in,0
Clark,725,725,President,,Democratic Party,John Delaney,0
Clark,725,725,President,,Democratic Party,Tulsi Gabbard,1
Clark,725,725,President,,Democratic Party,Amy Klobuchar,0
Clark,725,725,President,,Democratic Party,Deval Patrick,0
Clark,900,900,President,,Democratic Party,Michael Bennet,2
Clark,900,900,President,,Democratic Party,Bernie Sanders,132
Clark,900,900,President,,Democratic Party,Tom Steyer,1
Clark,900,900,President,,Democratic Party,Elizabeth Warren,26
Clark,900,900,President,,Democratic Party,Andrew Yang,2
Clark,900,900,President,,Democratic Party,Uncommitted Delegates,1
Clark,900,900,President,,Democratic Party,Joseph R. Biden,165
Clark,900,900,President,,Democratic Party,Michael Bloomberg,32
Clark,900,900,President,,Democratic Party,Cory Booker,0
Clark,900,900,President,,Democratic Party,Pete Buttigieg,19
Clark,900,900,President,,Democratic Party,Write-in,0
Clark,900,900,President,,Democratic Party,John Delaney,0
Clark,900,900,President,,Democratic Party,Tulsi Gabbard,5
Clark,900,900,President,,Democratic Party,Amy Klobuchar,7
Clark,900,900,President,,Democratic Party,Deval Patrick,0
Clark,903,903,President,,Democratic Party,Michael Bennet,1
Clark,903,903,President,,Democratic Party,Bernie Sanders,124
Clark,903,903,President,,Democratic Party,Tom Steyer,2
Clark,903,903,President,,Democratic Party,Elizabeth Warren,33
Clark,903,903,President,,Democratic Party,Andrew Yang,2
Clark,903,903,President,,Democratic Party,Uncommitted Delegates,5
Clark,903,903,President,,Democratic Party,Joseph R. Biden,108
Clark,903,903,President,,Democratic Party,Michael Bloomberg,47
Clark,903,903,President,,Democratic Party,Cory Booker,0
Clark,903,903,President,,Democratic Party,Pete Buttigieg,12
Clark,903,903,President,,Democratic Party,Write-in,0
Clark,903,903,President,,Democratic Party,John Delaney,0
Clark,903,903,President,,Democratic Party,Tulsi Gabbard,10
Clark,903,903,President,,Democratic Party,Amy Klobuchar,2
Clark,903,903,President,,Democratic Party,Deval Patrick,2
Clark,905,905,President,,Democratic Party,Michael Bennet,0
Clark,905,905,President,,Democratic Party,Bernie Sanders,111
Clark,905,905,President,,Democratic Party,Tom Steyer,0
Clark,905,905,President,,Democratic Party,Elizabeth Warren,34
Clark,905,905,President,,Democratic Party,Andrew Yang,2
Clark,905,905,President,,Democratic Party,Uncommitted Delegates,1
Clark,905,905,President,,Democratic Party,Joseph R. Biden,184
Clark,905,905,President,,Democratic Party,Michael Bloomberg,34
Clark,905,905,President,,Democratic Party,Cory Booker,1
Clark,905,905,President,,Democratic Party,Pete Buttigieg,25
Clark,905,905,President,,Democratic Party,Write-in,0
Clark,905,905,President,,Democratic Party,John Delaney,0
Clark,905,905,President,,Democratic Party,Tulsi Gabbard,4
Clark,905,905,President,,Democratic Party,Amy Klobuchar,7
Clark,905,905,President,,Democratic Party,Deval Patrick,0
Clark,906,906,President,,Democratic Party,Michael Bennet,0
Clark,906,906,President,,Democratic Party,Bernie Sanders,50
Clark,906,906,President,,Democratic Party,Tom Steyer,0
Clark,906,906,President,,Democratic Party,Elizabeth Warren,13
Clark,906,906,President,,Democratic Party,Andrew Yang,0
Clark,906,906,President,,Democratic Party,Uncommitted Delegates,1
Clark,906,906,President,,Democratic Party,Joseph R. Biden,65
Clark,906,906,President,,Democratic Party,Michael Bloomberg,13
Clark,906,906,President,,Democratic Party,Cory Booker,0
Clark,906,906,President,,Democratic Party,Pete Buttigieg,17
Clark,906,906,President,,Democratic Party,Write-in,0
Clark,906,906,President,,Democratic Party,John Delaney,0
Clark,906,906,President,,Democratic Party,Tulsi Gabbard,0
Clark,906,906,President,,Democratic Party,Amy Klobuchar,5
Clark,906,906,President,,Democratic Party,Deval Patrick,0
Clark,909,909,President,,Democratic Party,Michael Bennet,1
Clark,909,909,President,,Democratic Party,Bernie Sanders,93
Clark,909,909,President,,Democratic Party,Tom Steyer,1
Clark,909,909,President,,Democratic Party,Elizabeth Warren,11
Clark,909,909,President,,Democratic Party,Andrew Yang,1
Clark,909,909,President,,Democratic Party,Uncommitted Delegates,1
Clark,909,909,President,,Democratic Party,Joseph R. Biden,44
Clark,909,909,President,,Democratic Party,Michael Bloomberg,23
Clark,909,909,President,,Democratic Party,Cory Booker,1
Clark,909,909,President,,Democratic Party,Pete Buttigieg,5
Clark,909,909,President,,Democratic Party,Write-in,2
Clark,909,909,President,,Democratic Party,John Delaney,0
Clark,909,909,President,,Democratic Party,Tulsi Gabbard,2
Clark,909,909,President,,Democratic Party,Amy Klobuchar,0
Clark,909,909,President,,Democratic Party,Deval Patrick,0
Clark,910,910,President,,Democratic Party,Michael Bennet,0
Clark,910,910,President,,Democratic Party,Bernie Sanders,62
Clark,910,910,President,,Democratic Party,Tom Steyer,1
Clark,910,910,President,,Democratic Party,Elizabeth Warren,15
Clark,910,910,President,,Democratic Party,Andrew Yang,1
Clark,910,910,President,,Democratic Party,Uncommitted Delegates,0
Clark,910,910,President,,Democratic Party,Joseph R. Biden,35
Clark,910,910,President,,Democratic Party,Michael Bloomberg,24
Clark,910,910,President,,Democratic Party,Cory Booker,0
Clark,910,910,President,,Democratic Party,Pete Buttigieg,9
Clark,910,910,President,,Democratic Party,Write-in,0
Clark,910,910,President,,Democratic Party,John Delaney,0
Clark,910,910,President,,Democratic Party,Tulsi Gabbard,6
Clark,910,910,President,,Democratic Party,Amy Klobuchar,0
Clark,910,910,President,,Democratic Party,Deval Patrick,0
Clark,912,912,President,,Democratic Party,Michael Bennet,0
Clark,912,912,President,,Democratic Party,Bernie Sanders,88
Clark,912,912,President,,Democratic Party,Tom Steyer,1
Clark,912,912,President,,Democratic Party,Elizabeth Warren,22
Clark,912,912,President,,Democratic Party,Andrew Yang,3
Clark,912,912,President,,Democratic Party,Uncommitted Delegates,6
Clark,912,912,President,,Democratic Party,Joseph R. Biden,144
Clark,912,912,President,,Democratic Party,Michael Bloomberg,44
Clark,912,912,President,,Democratic Party,Cory Booker,0
Clark,912,912,President,,Democratic Party,Pete Buttigieg,16
Clark,912,912,President,,Democratic Party,Write-in,0
Clark,912,912,President,,Democratic Party,John Delaney,0
Clark,912,912,President,,Democratic Party,Tulsi Gabbard,3
Clark,912,912,President,,Democratic Party,Amy Klobuchar,6
Clark,912,912,President,,Democratic Party,Deval Patrick,1
Clark,913,913,President,,Democratic Party,Michael Bennet,0
Clark,913,913,President,,Democratic Party,Bernie Sanders,92
Clark,913,913,President,,Democratic Party,Tom Steyer,2
Clark,913,913,President,,Democratic Party,Elizabeth Warren,21
Clark,913,913,President,,Democratic Party,Andrew Yang,1
Clark,913,913,President,,Democratic Party,Uncommitted Delegates,0
Clark,913,913,President,,Democratic Party,Joseph R. Biden,94
Clark,913,913,President,,Democratic Party,Michael Bloomberg,20
Clark,913,913,President,,Democratic Party,Cory Booker,1
Clark,913,913,President,,Democratic Party,Pete Buttigieg,21
Clark,913,913,President,,Democratic Party,Write-in,0
Clark,913,913,President,,Democratic Party,John Delaney,0
Clark,913,913,President,,Democratic Party,Tulsi Gabbard,2
Clark,913,913,President,,Democratic Party,Amy Klobuchar,5
Clark,913,913,President,,Democratic Party,Deval Patrick,0
Clark,914,914,President,,Democratic Party,Michael Bennet,0
Clark,914,914,President,,Democratic Party,Bernie Sanders,107
Clark,914,914,President,,Democratic Party,Tom Steyer,1
Clark,914,914,President,,Democratic Party,Elizabeth Warren,36
Clark,914,914,President,,Democratic Party,Andrew Yang,5
Clark,914,914,President,,Democratic Party,Uncommitted Delegates,0
Clark,914,914,President,,Democratic Party,Joseph R. Biden,120
Clark,914,914,President,,Democratic Party,Michael Bloomberg,29
Clark,914,914,President,,Democratic Party,Cory Booker,0
Clark,914,914,President,,Democratic Party,Pete Buttigieg,20
Clark,914,914,President,,Democratic Party,Write-in,0
Clark,914,914,President,,Democratic Party,John Delaney,0
Clark,914,914,President,,Democratic Party,Tulsi Gabbard,0
Clark,914,914,President,,Democratic Party,Amy Klobuchar,4
Clark,914,914,President,,Democratic Party,Deval Patrick,0
Clark,915,915,President,,Democratic Party,Michael Bennet,0
Clark,915,915,President,,Democratic Party,Bernie Sanders,61
Clark,915,915,President,,Democratic Party,Tom Steyer,0
Clark,915,915,President,,Democratic Party,Elizabeth Warren,11
Clark,915,915,President,,Democratic Party,Andrew Yang,0
Clark,915,915,President,,Democratic Party,Uncommitted Delegates,2
Clark,915,915,President,,Democratic Party,Joseph R. Biden,63
Clark,915,915,President,,Democratic Party,Michael Bloomberg,25
Clark,915,915,President,,Democratic Party,Cory Booker,0
Clark,915,915,President,,Democratic Party,Pete Buttigieg,9
Clark,915,915,President,,Democratic Party,Write-in,0
Clark,915,915,President,,Democratic Party,John Delaney,0
Clark,915,915,President,,Democratic Party,Tulsi Gabbard,3
Clark,915,915,President,,Democratic Party,Amy Klobuchar,0
Clark,915,915,President,,Democratic Party,Deval Patrick,0
Clark,917,917,President,,Democratic Party,Michael Bennet,0
Clark,917,917,President,,Democratic Party,Bernie Sanders,76
Clark,917,917,President,,Democratic Party,Tom Steyer,0
Clark,917,917,President,,Democratic Party,Elizabeth Warren,10
Clark,917,917,President,,Democratic Party,Andrew Yang,1
Clark,917,917,President,,Democratic Party,Uncommitted Delegates,0
Clark,917,917,President,,Democratic Party,Joseph R. Biden,68
Clark,917,917,President,,Democratic Party,Michael Bloomberg,28
Clark,917,917,President,,Democratic Party,Cory Booker,0
Clark,917,917,President,,Democratic Party,Pete Buttigieg,9
Clark,917,917,President,,Democratic Party,Write-in,0
Clark,917,917,President,,Democratic Party,John Delaney,0
Clark,917,917,President,,Democratic Party,Tulsi Gabbard,0
Clark,917,917,President,,Democratic Party,Amy Klobuchar,5
Clark,917,917,President,,Democratic Party,Deval Patrick,0
Clark,920,920,President,,Democratic Party,Michael Bennet,0
Clark,920,920,President,,Democratic Party,Bernie Sanders,79
Clark,920,920,President,,Democratic Party,Tom Steyer,2
Clark,920,920,President,,Democratic Party,Elizabeth Warren,17
Clark,920,920,President,,Democratic Party,Andrew Yang,3
Clark,920,920,President,,Democratic Party,Uncommitted Delegates,3
Clark,920,920,President,,Democratic Party,Joseph R. Biden,101
Clark,920,920,President,,Democratic Party,Michael Bloomberg,12
Clark,920,920,President,,Democratic Party,Cory Booker,0
Clark,920,920,President,,Democratic Party,Pete Buttigieg,13
Clark,920,920,President,,Democratic Party,Write-in,0
Clark,920,920,President,,Democratic Party,John Delaney,0
Clark,920,920,President,,Democratic Party,Tulsi Gabbard,4
Clark,920,920,President,,Democratic Party,Amy Klobuchar,3
Clark,920,920,President,,Democratic Party,Deval Patrick,0
Clark,925,925,President,,Democratic Party,Michael Bennet,1
Clark,925,925,President,,Democratic Party,Bernie Sanders,78
Clark,925,925,President,,Democratic Party,Tom Steyer,1
Clark,925,925,President,,Democratic Party,Elizabeth Warren,18
Clark,925,925,President,,Democratic Party,Andrew Yang,0
Clark,925,925,President,,Democratic Party,Uncommitted Delegates,0
Clark,925,925,President,,Democratic Party,Joseph R. Biden,98
Clark,925,925,President,,Democratic Party,Michael Bloomberg,37
Clark,925,925,President,,Democratic Party,Cory Booker,0
Clark,925,925,President,,Democratic Party,Pete Buttigieg,15
Clark,925,925,President,,Democratic Party,Write-in,0
Clark,925,925,President,,Democratic Party,John Delaney,0
Clark,925,925,President,,Democratic Party,Tulsi Gabbard,3
Clark,925,925,President,,Democratic Party,Amy Klobuchar,4
Clark,925,925,President,,Democratic Party,Deval Patrick,0
Clark,930,930,President,,Democratic Party,Michael Bennet,0
Clark,930,930,President,,Democratic Party,Bernie Sanders,108
Clark,930,930,President,,Democratic Party,Tom Steyer,0
Clark,930,930,President,,Democratic Party,Elizabeth Warren,25
Clark,930,930,President,,Democratic Party,Andrew Yang,3
Clark,930,930,President,,Democratic Party,Uncommitted Delegates,0
Clark,930,930,President,,Democratic Party,Joseph R. Biden,133
Clark,930,930,President,,Democratic Party,Michael Bloomberg,28
Clark,930,930,President,,Democratic Party,Cory Booker,1
Clark,930,930,President,,Democratic Party,Pete Buttigieg,17
Clark,930,930,President,,Democratic Party,Write-in,0
Clark,930,930,President,,Democratic Party,John Delaney,0
Clark,930,930,President,,Democratic Party,Tulsi Gabbard,6
Clark,930,930,President,,Democratic Party,Amy Klobuchar,4
Clark,930,930,President,,Democratic Party,Deval Patrick,0
Clark,935,935,President,,Democratic Party,Michael Bennet,0
Clark,935,935,President,,Democratic Party,Bernie Sanders,83
Clark,935,935,President,,Democratic Party,Tom Steyer,0
Clark,935,935,President,,Democratic Party,Elizabeth Warren,19
Clark,935,935,President,,Democratic Party,Andrew Yang,2
Clark,935,935,President,,Democratic Party,Uncommitted Delegates,0
Clark,935,935,President,,Democratic Party,Joseph R. Biden,133
Clark,935,935,President,,Democratic Party,Michael Bloomberg,35
Clark,935,935,President,,Democratic Party,Cory Booker,0
Clark,935,935,President,,Democratic Party,Pete Buttigieg,20
Clark,935,935,President,,Democratic Party,Write-in,0
Clark,935,935,President,,Democratic Party,John Delaney,0
Clark,935,935,President,,Democratic Party,Tulsi Gabbard,4
Clark,935,935,President,,Democratic Party,Amy Klobuchar,14
Clark,935,935,President,,Democratic Party,Deval Patrick,0
Clark,940,940,President,,Democratic Party,Michael Bennet,0
Clark,940,940,President,,Democratic Party,Bernie Sanders,102
Clark,940,940,President,,Democratic Party,Tom Steyer,0
Clark,940,940,President,,Democratic Party,Elizabeth Warren,17
Clark,940,940,President,,Democratic Party,Andrew Yang,1
